rank,net_worth,full_name,age,gender,country_of_citizenship,business_category,self_made,wealth_status
2259,1,Joop van den Ende,81,1,1,9,1,1
2259,1,Ruben Vardanyan & family,54,1,0,0,1,0
2259,1,Sandro Veronesi & family,63,1,21,3,1,1
2259,1,Thongma Vijitpongpun,65,1,9,7,1,2
2259,1,Thomas von Koch,57,1,15,0,1,1
2259,1,Wang Xiaoshen,54,1,27,2,1,1
2259,1,J. Wayne Weaver,87,1,28,6,1,2
2259,1,Drorit Wertheim,67,0,12,5,0,1
2259,1,Cameron Winklevoss,41,1,28,0,1,1
2259,1,Tyler Winklevoss,41,1,28,0,1,1
2259,1,Wu Chung-yi,67,1,18,2,0,2
2259,1,Eugene Wu,77,1,18,0,0,1
2259,1,Wu Yonghua,52,1,27,3,1,3
2259,1,Xia Xinde,58,1,27,2,1,3
2259,1,Wenbo Xiang,60,1,27,2,1,1
2259,1,Xu Jin,58,1,27,5,1,1
2259,1,Xu Shijun & family,60,1,27,2,1,1
2259,1,Wanmao Xu,78,1,27,12,1,1
2259,1,Xu Yuejuan,61,0,27,2,1,1
2259,1,Vadim Yakunin,60,1,24,4,1,0
2259,1,Yang Yunyun,46,0,27,3,1,0
2259,1,Matei Zaharia,37,1,0,1,1,1
2259,1,Zan Shengda,60,1,27,6,1,1
2259,1,Zhang Xuezheng,47,1,27,1,1,1
2259,1,Zhang Yin,66,0,27,2,1,1
2259,1,Zhou Wen & family,58,1,27,2,1,3
2259,1,Zhu Xingliang,63,1,27,13,1,1
2405,1,Farkhad Akhmedov,67,1,24,8,1,1
2405,1,Sara Blakely,52,0,28,3,1,2
2405,1,Lloyd Blankfein,68,1,28,0,1,2
2405,1,Henadiy Boholyubov,61,1,0,6,1,2
2405,1,Stephane Bonvin,56,1,16,7,1,1
2405,1,Oleg Boyko,58,1,24,6,1,1
2405,1,Ryan Breslow,28,1,28,1,1,1
2405,1,Thomas Bruch,72,1,25,3,0,1
2405,1,Marina Budiman,61,0,6,1,1,1
2405,1,Pradip Burman,80,1,26,5,0,1
2405,1,Cao Kejian,60,1,27,2,1,2
2405,1,Giuliana Caprotti,82,0,21,5,0,1
2405,1,Marina Caprotti,45,0,21,5,0,1
2405,1,Chang Jing,40,1,27,1,1,1
2405,1,Chen Baohua,61,1,27,4,1,1
2405,1,Gang Chen,55,1,27,8,1,1
2405,1,Liying Chen,47,0,27,14,1,1
2405,1,Tony Chen,73,1,18,1,1,3
2405,1,Chen Xueling,55,0,27,2,1,1
2405,1,Cheng Lili,58,1,27,5,1,1
2405,1,Weili Dai,61,0,28,1,1,1
2405,1,Deng Yingzhong,72,1,27,2,1,1
2405,1,Shlomo Eliahu,87,1,12,0,1,1
2405,1,Henry Engelhardt,65,1,28,0,1,1
2405,1,Gabriel Escarrer,88,1,8,12,1,2
2405,1,Daniel Feffer,63,1,20,2,0,1
2405,1,Ruben Feffer,53,1,20,2,0,1
2405,1,Gleb Fetisov,56,1,24,16,1,1
2405,1,Paul Fireman,79,1,28,3,1,2
2405,1,Robert Fisher,69,1,28,3,0,1
2405,1,Bernd Freier,66,1,25,3,1,1
2405,1,Donald Friese,82,1,28,2,1,2
2405,1,Gan Zhongru,74,1,27,4,1,1
2405,1,Rahul Gautam,70,1,26,3,0,1
2405,1,David Golub,60,1,28,0,1,2
2405,1,Said Gutseriev,34,1,24,8,0,0
2405,1,Polys Haji-Ioannou,63,1,0,12,0,3
2405,1,He Zuxun,57,1,27,5,1,1
2405,1,David Hindawi,78,1,28,1,1,1
2405,1,Huang Shan,52,1,27,1,1,0
2405,1,Huang Xiaofen & family,61,0,27,1,1,1
2405,1,Hiroshi Ishibashi,76,1,13,10,0,3
2405,1,Masayuki Ishihara,74,1,13,17,0,0
2405,1,Chatchai Kaewbootta,71,1,9,0,1,1
2405,1,Jonas Kamprad,57,1,15,0,0,2
2405,1,Mathias Kamprad,53,1,15,0,0,2
2405,1,Peter Kamprad,59,1,15,0,0,2
2405,1,Sunjay Kapur,51,1,28,10,0,1
2405,1,Ali Metin Kazanci,88,1,10,8,1,0
2405,1,Kangbao Ke & family,60,1,27,4,1,3
2405,1,Carsten Koerl,58,1,25,15,1,1
2405,1,Koo Bon-sik,64,1,11,1,0,2
2405,1,Andrei Kosogov,62,1,24,8,1,1
2405,1,Yogesh Kothari,74,1,26,2,1,1
2405,1,Arvind Lal,73,1,26,4,0,1
2405,1,Manuel Lao Hernández,78,1,8,17,1,1
2405,1,Lee Joong-keun,82,1,11,13,1,1
2405,1,Nancy Lerner,62,0,28,0,0,2
2405,1,Norma Lerner,87,0,28,0,0,2
2405,1,Randolph Lerner,61,1,28,0,0,2
2405,1,Lin Zhijun,47,1,27,4,1,1
2405,1,Lin Zhixiong & family,49,1,27,4,1,1
2405,1,Jeffrey Lorberbaum,68,1,28,2,0,1
2405,1,Lu Rongfu,52,1,27,16,1,1
2405,1,Soichiro Minami,46,1,13,1,1,2
2405,1,Sjamsul Nursalim,81,1,6,10,0,0
2405,1,Adrian Paval,54,1,0,3,1,3
2405,1,Antonio Percassi,69,1,21,6,1,1
2405,1,Kevin Plank,50,1,28,3,1,1
2405,1,G.V. Prasad,62,1,26,4,0,3
2405,1,Pu Zhongjie & family,60,1,27,4,1,2
2405,1,Rao Wei & family,58,1,27,4,1,0
2405,1,Helena Revoredo,76,0,8,12,0,1
2405,1,Matthew Roszak,50,1,28,0,1,1
2405,1,Paul Sciarra,42,1,28,1,1,1
2405,1,Dean Solon,58,1,28,8,1,3
2405,1,Michael Spencer,67,1,19,0,1,2
2405,1,Joseph Steinberg,79,1,28,0,1,3
2405,1,Manny Stul,73,1,17,2,1,1
2405,1,Sun Hongjun,49,1,27,1,1,1
2405,1,Sun Weijie,59,1,27,2,1,1
2405,1,Sehat Sutardja,61,1,28,1,1,1
2405,1,Min-Liang Tan,45,1,7,9,1,0
2405,1,Tan Yu Yeh,52,1,4,3,1,1
2405,1,Vonnarat Tangkaravakoon,51,1,9,2,0,1
2405,1,Tung Ching Sai,58,1,27,2,1,1
2405,1,Arkady Volozh,59,1,24,1,1,0
2405,1,Peter-Alexander Wacker,71,1,25,2,0,3
2405,1,Wan Long,82,1,27,5,1,1
2405,1,Wang Han,35,1,27,6,0,1
2405,1,Lars Wingefors,46,1,15,9,1,1
2405,1,Allan Wong,73,1,23,2,1,2
2405,1,Horst Wortmann,81,1,25,3,1,1
2405,1,Wu Kaiting,53,1,23,16,1,1
2405,1,Wu Li-gann,82,1,18,2,1,1
2405,1,Wu Xiangdong,54,1,27,5,1,1
2405,1,Xiu Laigui,68,1,27,4,1,1
2405,1,Xue Jiping,72,1,27,16,1,1
2405,1,Yao Hsiao Tung,83,1,7,2,1,3
2405,1,Ye Qiongjiu,68,0,27,1,1,3
2405,1,Yanqiao Ye,53,1,27,5,1,1
2405,1,Yu Faxiang,51,1,27,9,1,1
2405,1,Zeng Chaolin,40,1,27,11,0,1
2405,1,Kapeng Zhang,58,1,27,13,1,3
2405,1,Zhang Xuansong,51,1,27,3,1,1
2405,1,Zhang Xuewu,48,1,27,5,1,0
2405,1,Zhu Yiming,50,1,27,1,1,1
2405,1,Zhu Zhaojiang,49,1,27,2,1,1
2405,1,Zhuo Jun,57,0,23,2,0,1
2540,1,Christian Angermayer,44,1,25,0,1,1
2540,1,Ryuji Arai,76,1,13,3,1,1
2540,1,Anna Maria Braun,44,0,25,4,0,1
2540,1,Johanna Braun,43,0,25,4,0,2
2540,1,Karl Friedrich Braun,40,1,25,4,0,2
2540,1,Ludwig Theodor Braun,33,1,25,4,0,1
2540,1,Ana Maria Brescia Cafferata,98,0,0,6,0,1
2540,1,Hideyuki Busujima,70,1,13,17,0,0
2540,1,Edouard Carmignac,75,1,14,0,1,1
2540,1,Chen Jiancheng,64,1,27,2,1,1
2540,1,Rui Chen,45,1,27,9,1,0
2540,1,Chen Shiliang,59,1,27,2,1,1
2540,1,Tianqiao Chen,49,1,27,1,1,1
2540,1,Yuantai Chen,55,1,27,8,1,1
2540,1,Cheng Antares,65,1,23,5,1,1
2540,1,Kochouseph Chittilappilly,72,1,26,2,1,0
2540,1,Pollyanna Chu,64,0,23,0,1,2
2540,1,Turgay Ciner,67,1,10,6,1,1
2540,1,Benoit Dageville,56,1,28,1,1,1
2540,1,Mark Dixon,63,1,19,7,1,1
2540,1,Feng Yuxia,58,0,27,4,1,1
2540,1,Benedicte Find,68,0,0,4,0,1
2540,1,William Fisher,66,1,28,3,0,1
2540,1,Gao Yunfeng,56,1,27,2,1,1
2540,1,Jianming Geng,60,1,27,7,1,1
2540,1,Sven Hagströmer,79,1,15,0,1,1
2540,1,Clelia Haji-Ioannou,52,0,0,12,0,0
2540,1,Stelios Haji-Ioannou,56,1,0,12,0,1
2540,1,Hang Hong,55,0,27,2,1,1
2540,1,He Yamin & family,66,1,27,2,1,1
2540,1,Hong Feng,46,1,27,1,1,1
2540,1,Hong Seok-joh,70,1,11,3,0,1
2540,1,Hu Gengxi & family,59,1,27,4,1,0
2540,1,Hedda im Brahm-Droege,68,0,25,0,1,1
2540,1,Johan Johannson,56,1,3,3,0,1
2540,1,Morris Kahn,93,1,12,1,1,2
2540,1,Ashok Kajaria,75,1,26,2,1,0
2540,1,Marcelo Kalim,53,1,20,0,1,2
2540,1,Ken Kendrick,79,1,28,15,1,2
2540,1,Kim Jung-woong,48,1,11,3,1,1
2540,1,Ihor Kolomoyskyy,60,1,12,6,1,2
2540,1,Kong Jian Min,55,1,27,7,1,1
2540,1,Koo Bon-neung,74,1,11,2,0,1
2540,1,Lev Kvetnoi,57,1,24,0,1,0
2540,1,Michiel Le Roux,73,1,0,0,1,1
2540,1,Li Wanqiang,45,1,27,1,1,1
2540,1,Liu Baolin,69,1,27,3,1,2
2540,1,Lu Yonghua & family,59,1,27,1,1,1
2540,1,Ma Xiuhui,52,0,27,2,1,1
2540,1,Apoorva Mehta,36,1,22,1,1,1
2540,1,Ulrike Meister,56,0,25,2,0,1
2540,1,Andrei Molchanov,51,1,24,13,1,0
2540,1,Tyler Perry,53,1,28,9,1,2
2540,1,George Sakellaris,76,1,28,8,1,1
2540,1,Eddy Kusnadi Sariaatmadja,69,1,6,9,1,1
2540,1,Neerja Sethi,68,0,28,1,1,2
2540,1,Scott Smith,73,1,28,1,1,1
2540,1,Petter Stordalen & family,60,1,3,12,1,1
2540,1,Sergei Sudarikov,51,1,24,0,1,0
2540,1,Murat Vargi,75,1,10,16,1,1
2540,1,Shigefumi Wada,70,1,13,1,1,2
2540,1,Wan Feng & family,54,1,27,4,1,0
2540,1,Wang Jianfeng & family,53,1,27,10,1,1
2540,1,V. Prem Watsa,72,1,22,0,1,0
2540,1,Wen Pengcheng & family,60,1,27,5,1,1
2540,1,Xu Gang,59,1,27,2,1,1
2540,1,Yan Junxu,53,1,27,2,1,1
2540,1,Yi Xianzhong & family,63,1,27,4,1,1
2540,1,Yu Rong,51,1,27,4,1,1
2540,1,"Richard Yuengling, Jr.",80,1,28,5,0,2
2540,1,Zhang Gongyun,60,1,27,2,1,0
2540,1,Zhang Guiping & family,71,1,27,7,1,1
2540,1,Inigo Zobel,66,1,5,6,0,0
