year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2017,3,154,8.4 B,Zhang,Zhidong,Zhang Zhidong,1972-01-01,45.0,Male,China,China,Shenzhen,Technology,['Technology'],Tencent Holdings,Cofounder,True,Increased
2017,3,156,8.3 B,Rashnikov,Viktor,Viktor Rashnikov,1948-10-13,68.0,Male,Russia,Russia,Magnitogorsk,Manufacturing,['Manufacturing'],,,True,Increased
2017,3,156,8.3 B,Schwab,Charles,Charles Schwab,1937-07-29,79.0,Male,United States,,,Finance and Investments,['Finance and Investments'],Charles Schwab,Investor,True,Increased
2017,3,158,8.2 B,Khan,Shahid,Shahid Khan,1950-07-18,66.0,Male,United States,United States,Naples,Automotive,['Automotive'],,,True,Increased
2017,3,159,8.1 B,Al Amoudi,Mohammed,Mohammed Al Amoudi,1946-06-01,70.0,Male,Saudi Arabia,Saudi Arabia,Jeddah,Energy,['Energy'],,,True,Decreased
2017,3,159,8.1 B,Arison,Micky,Micky Arison,1949-06-29,67.0,Male,United States,United States,Bal Harbour,Service,['Service'],Carnival,Chairman and CEO,False,Increased
2017,3,159,8.1 B,Chambers,James,James Chambers,1957-04-12,59.0,Male,United States,United States,Palisades,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2017,3,159,8.1 B,Niel,Xavier,Xavier Niel,1967-08-25,49.0,Male,France,France,Paris,Telecom,['Telecom'],,,True,Decreased
2017,3,159,8.1 B,Poonawalla,Cyrus,Cyrus Poonawalla,1941-05-11,75.0,Male,India,India,Pune,Healthcare,['Healthcare'],,,False,Decreased
2017,3,159,8.1 B,Rayner,Katharine,Katharine Rayner,1945-01-12,72.0,Female,United States,United States,East Hampton,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2017,3,159,8.1 B,Taylor,Margaretta,Margaretta Taylor,1942-04-15,74.0,Female,United States,United States,Southampton,Media & Entertainment,['Media & Entertainment'],,,False,Increased
2017,3,166,8.0 B,Griffin,Ken,Ken Griffin,1968-10-15,48.0,Male,United States,United States,Chicago,Finance and Investments,['Finance and Investments'],Citadel LLC,Founder & CEO,True,Increased
2017,3,166,8.0 B,Kohler,Herbert,"Herbert Kohler, Jr. & family",1939-02-20,78.0,Male,United States,United States,Kohler,Manufacturing,['Manufacturing'],Kohler Co.,Chairman and CEO,False,Increased
2017,3,166,8.0 B,Kotak,Uday,Uday Kotak,1959-03-15,57.0,Male,India,India,Mumbai,Finance and Investments,['Finance and Investments'],,,True,Increased
2017,3,166,8.0 B,Omidyar,Pierre,Pierre Omidyar,1967-06-21,49.0,Male,United States,United States,Honolulu,Technology,['Technology'],eBay,Entrepreneur,True,Increased
2017,3,170,7.9 B,Kaiser,George,George Kaiser,1942-07-29,74.0,Male,United States,United States,Tulsa,Energy,['Energy'],BOK Financial,Chairman,False,Increased
2017,3,170,7.9 B,Paulson,John,John Paulson,1955-12-14,61.0,Male,United States,United States,New York,Finance and Investments,['Finance and Investments'],Paulson &#38; Co. Inc.,Founder,True,Decreased
2017,3,170,7.9 B,Saverin,Eduardo,Eduardo Saverin,1982-03-19,34.0,Male,Brazil,Singapore,Singapore,Technology,['Technology'],Facebook,Investor,True,Increased
2017,3,173,7.8 B,Johnson,Edward,"Edward Johnson, III.",1930-06-29,86.0,Male,United States,United States,Boston,Finance and Investments,['Finance and Investments'],,,False,Increased
2017,3,174,7.7 B,Broad,Eli,Eli Broad,1933-06-06,83.0,Male,United States,United States,Los Angeles,Finance and Investments,['Finance and Investments'],,,True,Increased
2017,3,174,7.7 B,Deichmann,Heinrich,Heinrich Deichmann & family,1962-11-30,54.0,Male,Germany,Germany,Essen,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2017,3,174,7.7 B,Liu,Qiangdong,Liu Qiangdong,1974-09-01,42.0,Male,China,China,Beijing,Technology,['Technology'],JD.com,Founder and CEO,True,Increased
2017,3,174,7.7 B,Malone,John,John Malone,1941-03-07,76.0,Male,United States,United States,Elizabeth,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2017,3,174,7.7 B,Otto,Michael,Michael Otto & family,1943-04-12,73.0,Male,Germany,Germany,Hamburg,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2017,3,179,7.6 B,Droege,Walter P.J.,Walter P.J. Droege,1952-11-25,64.0,Male,Germany,Germany,Dusseldorf,Service,['Service'],,,True,Increased
2017,3,179,7.6 B,Irving,James,James Irving,1928-03-20,88.0,Male,Canada,Canada,Saint John,Diversified,['Diversified'],,,False,Increased
2017,3,179,7.6 B,Wobben,Aloys,Aloys Wobben,1952-01-22,65.0,Male,Germany,Germany,Aurich,Energy,['Energy'],,,True,Increased
2017,3,182,7.5 B,Aponte,Gianluigi & Rafaela,Gianluigi & Rafaela Aponte,1940-06-27,76.0,,Switzerland,Switzerland,Geneva,Logistics,['Logistics'],,,True,Decreased
2017,3,182,7.5 B,Gou,Terry,Terry Gou,1950-10-18,66.0,Male,Taiwan,Taiwan,Taipei,Technology,['Technology'],Hon Hai Precision,CEO,True,Increased
2017,3,182,7.5 B,Kroenke,Stanley,Stanley Kroenke,1947-07-29,69.0,Male,United States,United States,Columbia,Sports,['Sports'],,,True,Decreased
2017,3,182,7.5 B,Mittal,Sunil,Sunil Mittal & family,1957-10-23,59.0,Male,India,India,Delhi,Telecom,['Telecom'],,,True,Increased
2017,3,186,7.4 B,Cook,Carl,Carl Cook,1962-08-19,54.0,Male,United States,United States,Bloomington,Healthcare,['Healthcare'],,,False,Increased
2017,3,186,7.4 B,Ross,Stephen,Stephen Ross,1940-05-10,76.0,Male,United States,United States,New York,Real Estate,['Real Estate'],,,True,Decreased
2017,3,186,7.4 B,von Finck,August,August von Finck,1930-03-11,87.0,Male,Germany,Switzerland,Thurgau,Finance and Investments,['Finance and Investments'],,,False,Decreased
2017,3,186,7.4 B,Zhou,Qunfei,Zhou Qunfei,1970-01-01,47.0,Female,Hong Kong,,Hong Kong,Technology,['Technology'],Lens Technology,Founder and CEO,True,Increased
2017,3,190,7.3 B,Geffen,David,David Geffen,1943-02-21,74.0,Male,United States,United States,Malibu,Media & Entertainment,['Media & Entertainment'],DreamWorks Animation SKG Inc. (Cl A),Entrepreneur,True,Increased
2017,3,190,7.3 B,Kwok,Walter,Walter Kwok,1950-10-25,66.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2017,3,190,7.3 B,Moore,Gordon,Gordon Moore,1929-01-03,88.0,Male,United States,United States,Woodside,Technology,['Technology'],Intel,Cofounder and Chairman Emeritus,True,Increased
2017,3,190,7.3 B,Rybolovlev,Dmitry,Dmitry Rybolovlev,1966-11-22,50.0,Male,Russia,Monaco,Monaco,Manufacturing,['Manufacturing'],,,True,Decreased
2017,3,194,7.2 B,Graf,Johann,Johann Graf,1947-01-03,70.0,Male,Austria,Austria,Vienna,Gambling & Casinos,['Gambling & Casinos'],,,True,Decreased
2017,3,194,7.2 B,Kinder,Richard,Richard Kinder,1944-10-19,72.0,Male,United States,United States,Houston,Energy,['Energy'],Kinder Morgan,Chairman and CEO,True,Increased
2017,3,194,7.2 B,Kuzmichev,Alexei,Alexei Kuzmichev,1962-10-15,54.0,Male,Russia,United Kingdom,London,Energy,['Energy'],,,True,Increased
2017,3,194,7.2 B,Meijer,Hank & Doug,Hank & Doug Meijer,,,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2017,3,194,7.2 B,Zong,Qinghou,Zong Qinghou,1945-10-01,71.0,Male,China,China,Hangzhou,Food and Beverage,['Food and Beverage'],Hangzhou Wahaha Group,Chairman,True,Increased
2017,3,199,7.0 B,Berlusconi,Silvio,Silvio Berlusconi & family,1936-09-29,80.0,Male,Italy,Italy,Milan,Diversified,['Diversified'],,,True,Increased
2017,3,199,7.0 B,Oppenheimer,Nicky,Nicky Oppenheimer & family,1945-06-08,71.0,Male,South Africa,South Africa,Johannesburg,Metals & Mining,['Metals & Mining'],,,False,Increased
2017,3,201,6.9 B,Skoch,Andrei,Andrei Skoch,1966-01-30,51.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Increased
2017,3,202,6.8 B,Al Ghurair,Abdulla bin Ahmad,Abdulla bin Ahmad Al Ghurair & family,,,Male,United Arab Emirates,United Arab Emirates,Dubai,Diversified,['Diversified'],,Athlete,False,Increased
2017,3,202,6.8 B,Galitsky,Sergei,Sergei Galitsky,1967-08-14,49.0,Male,Russia,Russia,Krasnodar,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2017,3,202,6.8 B,Keinath,Pauline MacMillan,Pauline MacMillan Keinath,1934-01-01,83.0,Female,United States,United States,St. Louis,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,202,6.8 B,Lei,Jun,Lei Jun,1969-12-16,47.0,Male,China,China,Beijing,Technology,['Technology'],Xiaomi,Founder and CEO,True,Decreased
2017,3,202,6.8 B,Paulsen,Frederik,Frederik Paulsen,1950-10-30,66.0,Male,Sweden,Switzerland,Lausanne,Healthcare,['Healthcare'],,,False,Increased
2017,3,202,6.8 B,Quek,Leng Chan,Quek Leng Chan,1941-08-12,75.0,Male,Malaysia,Malaysia,Kuala Lumpur,Diversified,['Diversified'],,,False,Increased
2017,3,202,6.8 B,Schorling,Melker,Melker Schorling,1947-05-15,69.0,Male,Sweden,Sweden,Stockholm,Finance and Investments,['Finance and Investments'],,,True,Increased
2017,3,209,6.7 B,Duffield,David,David Duffield,1940-09-21,76.0,Male,United States,United States,Incline Village,Technology,['Technology'],Workday,Entrepreneur,True,Increased
2017,3,209,6.7 B,Kadoorie,Michael,Michael Kadoorie,1941-07-19,75.0,Male,Hong Kong,Hong Kong,Hong Kong,Energy,['Energy'],,,False,Increased
2017,3,209,6.7 B,Li,Shufu,Li Shufu,1963-06-01,53.0,Male,China,China,Hangzhou,Automotive,['Automotive'],,,True,Increased
2017,3,209,6.7 B,Ortega Mera,Sandra,Sandra Ortega Mera,1968-07-09,48.0,Female,Spain,Spain,La Coruna,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2017,3,209,6.7 B,Suh,Kyung-Bae,Suh Kyung-Bae,1963-01-14,54.0,Male,South Korea,South Korea,Seoul,Fashion & Retail,['Fashion & Retail'],Amorepacific,Chairman,False,Decreased
2017,3,209,6.7 B,Zhang,Shiping,Zhang Shiping & family,1947-03-04,70.0,Male,China,China,Binzhou,Metals & Mining,['Metals & Mining'],,,True,Increased
2017,3,215,6.6 B,Armani,Giorgio,Giorgio Armani,1934-07-11,82.0,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2017,3,215,6.6 B,Grayken,John,John Grayken,1956-06-01,60.0,Male,Ireland,United Kingdom,London,Finance and Investments,['Finance and Investments'],,Investor,True,Increased
2017,3,215,6.6 B,Liu,Yongxing,Liu Yongxing,1948-06-01,68.0,Male,China,China,Shanghai,Service,['Service'],East Hope Group,Chairman,True,Increased
2017,3,215,6.6 B,Xu,Shihui,Xu Shihui & family,1958-01-01,59.0,Male,China,China,Quanzhou,Food and Beverage,['Food and Beverage'],Dali Foods Group Co.,Chairman,True,Increased
2017,3,219,6.5 B,Goh,Cheng Liang,Goh Cheng Liang,1927-06-01,89.0,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],,,True,Increased
2017,3,219,6.5 B,Halle,Bruce,Bruce Halle,1930-05-27,86.0,Male,United States,United States,Paradise Valley,Automotive,['Automotive'],Discount Tire Co.,Chairman,True,Increased
2017,3,219,6.5 B,Krishnan,Ananda,Ananda Krishnan,1938-04-01,78.0,Male,Malaysia,Malaysia,Kuala Lumpur,Telecom,['Telecom'],,,True,Decreased
2017,3,219,6.5 B,LeFrak,Richard,Richard LeFrak & family,1945-08-29,71.0,Male,United States,United States,New York,Real Estate,['Real Estate'],,,False,Increased
2017,3,219,6.5 B,Makhmudov,Iskander,Iskander Makhmudov,1963-12-05,53.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Increased
2017,3,224,6.4 B,Sobrato,John A.,John A. Sobrato & family,1939-05-23,77.0,Male,United States,United States,Atherton,Real Estate,['Real Estate'],Sobrato Development Cos.,Founder and Chairman,True,Increased
2017,3,224,6.4 B,Wexner,Les,Les Wexner & family,1937-09-08,79.0,Male,United States,United States,New Albany,Fashion & Retail,['Fashion & Retail'],L Brands,Chairman and CEO,True,Decreased
2017,3,226,6.3 B,Camp,Garrett,Garrett Camp,1978-10-04,38.0,Male,Canada,United States,San Francisco,Technology,['Technology'],Uber Technologies Inc.,Entrepreneur,True,Increased
2017,3,226,6.3 B,Fedun,Leonid,Leonid Fedun,1956-04-05,60.0,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Increased
2017,3,226,6.3 B,Guo,Guangchang,Guo Guangchang,1967-02-16,50.0,Male,China,China,Shanghai,Diversified,['Diversified'],,,True,Increased
2017,3,226,6.3 B,Gutseriev,Mikhail,Mikhail Gutseriev,1958-03-09,59.0,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Increased
2017,3,226,6.3 B,Kalanick,Travis,Travis Kalanick,1976-08-06,40.0,Male,United States,United States,San Francisco,Technology,['Technology'],Uber Technologies Inc.,Cofounder and CEO,True,Increased
2017,3,226,6.3 B,Kerimov,Suleiman,Suleiman Kerimov,1966-03-12,51.0,Male,Russia,Russia,Moscow,Finance and Investments,['Finance and Investments'],,,True,Increased
2017,3,226,6.3 B,Perrodo,Carrie,Carrie Perrodo & family,1951-01-01,66.0,Female,France,United Kingdom,London,Energy,['Energy'],,Philanthropist,False,Increased
2017,3,226,6.3 B,Povlsen,Anders Holch,Anders Holch Povlsen,1972-11-04,44.0,Male,Denmark,Denmark,Aarhus,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2017,3,234,6.2 B,Green,David,David Green & family,1941-11-13,75.0,Male,United States,United States,Oklahoma City,Fashion & Retail,['Fashion & Retail'],Hobby Lobby,CEO,True,Increased
2017,3,234,6.2 B,Rowling,Robert,Robert Rowling,1953-09-26,63.0,Male,United States,United States,Dallas,Energy,['Energy'],,,False,Increased
2017,3,234,6.2 B,Tsai,Eng-Meng,Tsai Eng-Meng & family,1957-01-01,60.0,Male,Taiwan,China,Shanghai,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,237,6.1 B,Rausing,Jorn,Jorn Rausing,1960-01-01,57.0,Male,Sweden,United Kingdom,Surrey,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,237,6.1 B,Rupert,Johann,Johann Rupert & family,1950-06-01,66.0,Male,South Africa,South Africa,Cape Town,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2017,3,239,6.0 B,Ilitch family,,Marian Ilitch,1933-01-07,84.0,Female,United States,United States,Bingham Farms,Food and Beverage,['Food and Beverage'],,Entrepreneur,True,Increased
2017,3,239,6.0 B,Kroenke,Ann Walton,Ann Walton Kroenke,1948-12-18,68.0,Female,United States,United States,Columbia,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2017,3,239,6.0 B,Lee,Jay Y.,Jay Y. Lee,1968-06-23,48.0,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],Samsung Electronics,Vice Chairman,False,Remained Even
2017,3,239,6.0 B,Pan,Zhengmin,Pan Zhengmin & family,1969-12-01,47.0,Male,China,China,Shenzhen,Technology,['Technology'],,,True,Increased
2017,3,239,6.0 B,Rausing,Finn,Finn Rausing,1955-01-01,62.0,Male,Sweden,United Kingdom,London,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,239,6.0 B,Rausing,Kirsten,Kirsten Rausing,1952-06-06,64.0,Female,Sweden,United Kingdom,Newmarket,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,239,6.0 B,Washington,Dennis,Dennis Washington,1934-07-27,82.0,Male,United States,United States,Missoula,Logistics,['Logistics'],,,True,Increased
2017,3,239,6.0 B,Xu,Chuanhua,Xu Chuanhua & family,1935-01-01,82.0,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],Transfar Group,Founder,True,Increased
2017,3,247,5.9 B,Choi,Francis,Francis Choi,1947-09-18,69.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Increased
2017,3,247,5.9 B,Haub,Erivan,Erivan Haub & family,1932-09-29,84.0,Male,Germany,,,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2017,3,247,5.9 B,Wei,Jianjun,Wei Jianjun & family,1964-03-01,53.0,Male,China,China,Baoding,Automotive,['Automotive'],,,True,Increased
2017,3,250,5.8 B,Adani,Gautam,Gautam Adani,1962-06-24,54.0,Male,India,India,Ahmedabad,Diversified,['Diversified'],,,True,Increased
2017,3,250,5.8 B,Adenuga,Mike,Mike Adenuga,1953-04-29,63.0,Male,Nigeria,Nigeria,Lagos,Diversified,['Diversified'],,,True,Decreased
2017,3,250,5.8 B,Aramburuzabala,Maria Asuncion,Maria Asuncion Aramburuzabala & family,1963-05-02,53.0,Female,Mexico,Mexico,Mexico City,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,250,5.8 B,Gilbert,Daniel,Daniel Gilbert,1962-01-17,55.0,Male,United States,United States,Franklin,Finance and Investments,['Finance and Investments'],,,True,Increased
2017,3,250,5.8 B,Gokongwei,John,"John Gokongwei, Jr.",1926-08-11,90.0,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,False,Increased
2017,3,250,5.8 B,Gong,Hongjia,Gong Hongjia & family,1965-01-01,52.0,Male,Hong Kong,Hong Kong,Hong Kong,Finance and Investments,['Finance and Investments'],,,True,Increased
2017,3,250,5.8 B,Johnson,Charles,Charles Johnson,1933-01-06,84.0,Male,United States,United States,Palm Beach,Finance and Investments,['Finance and Investments'],Franklin Resources,Chairman,False,Increased
2017,3,250,5.8 B,Livingstone,Ian & Richard,Ian & Richard Livingstone,,,Male,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],,,True,Increased
2017,3,250,5.8 B,Mikitani,Hiroshi,Hiroshi Mikitani,1965-03-11,52.0,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2017,3,250,5.8 B,Perfetti,Augusto & Giorgio,Augusto & Giorgio Perfetti,,,Male,Italy,Switzerland,Lugano,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,250,5.8 B,Tsai,Joseph,Joseph Tsai,1964-01-19,53.0,Male,Canada,Hong Kong,Hong Kong,Technology,['Technology'],,,True,Increased
2017,3,261,5.7 B,Avara,Dannine,Dannine Avara,1964-03-09,53.0,Female,United States,United States,Houston,Energy,['Energy'],,,False,Increased
2017,3,261,5.7 B,Duncan,Scott,Scott Duncan,1982-11-01,34.0,Male,United States,United States,Houston,Energy,['Energy'],,,False,Increased
2017,3,261,5.7 B,Forrest,Andrew,Andrew Forrest,1961-11-18,55.0,Male,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],,,True,Increased
2017,3,261,5.7 B,Frantz,Milane,Milane Frantz,1969-08-12,47.0,Female,United States,United States,Houston,Energy,['Energy'],,,False,Increased
2017,3,261,5.7 B,Lu,Guanqiu,Lu Guanqiu & family,1945-01-01,72.0,Male,China,,,Diversified,['Diversified'],,,True,Remained Even
2017,3,261,5.7 B,Merckle,Ludwig,Ludwig Merckle,1965-01-01,52.0,Male,Germany,Germany,Ulm,Finance and Investments,['Finance and Investments'],,,False,Increased
2017,3,261,5.7 B,Williams,Randa,Randa Williams,1961-08-28,55.0,Female,United States,United States,Houston,Energy,['Energy'],Enterprise GP Holdings,Non-Executive Chairman of the Board,False,Increased
2017,3,261,5.7 B,Yan,Zhi,Yan Zhi,1973-01-01,44.0,Male,China,China,Wuhan,Real Estate,['Real Estate'],,,True,Increased
2017,3,269,5.6 B,Acton,Brian,Brian Acton,1972-02-17,45.0,Male,United States,United States,Palo Alto,Technology,['Technology'],WhatsApp Inc.,Entrepreneur,True,Increased
2017,3,269,5.6 B,Chan,Laiwa,Chan Laiwa & family,1941-01-01,76.0,Female,China,China,Beijing,Real Estate,['Real Estate'],,Philanthropist,True,Increased
2017,3,269,5.6 B,DeVos,Richard,Richard DeVos & family,1926-03-04,91.0,Male,United States,United States,Holland,Service,['Service'],,,True,Increased
2017,3,269,5.6 B,Gonda de Rivera,Eva,Eva Gonda de Rivera & family,,,Female,Mexico,Mexico,Monterrey,Food and Beverage,['Food and Beverage'],,,False,Decreased
2017,3,269,5.6 B,Lewis,Joe,Joe Lewis,1937-02-05,80.0,Male,United Kingdom,Bahamas,Albany,Finance and Investments,['Finance and Investments'],,,True,Increased
2017,3,269,5.6 B,Lowy,Frank,Frank Lowy,1930-10-22,86.0,Male,Australia,Australia,Sydney,Real Estate,['Real Estate'],,,True,Increased
2017,3,269,5.6 B,MacMillan,Whitney,Whitney MacMillan,1929-09-25,87.0,Male,United States,United States,Minneapolis,Food and Beverage,['Food and Beverage'],,,False,Increased
2017,3,269,5.6 B,Pattison,Jim,Jim Pattison,1928-10-01,88.0,Male,Canada,Canada,Vancouver,Diversified,['Diversified'],Jim Pattison Group,"Founder, Chairman and CEO",True,Increased
2017,3,269,5.6 B,Saputo,Emanuele (Lino),Emanuele (Lino) Saputo & family,1937-01-01,80.0,Male,Canada,Canada,Quebec,Food and Beverage,['Food and Beverage'],Saputo,Chairman,False,Increased
2017,3,269,5.6 B,Sawiris,Nassef,Nassef Sawiris,1961-01-19,56.0,Male,Egypt,Egypt,Cairo,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2017,3,269,5.6 B,Wertheimer,Stef,Stef Wertheimer & family,1926-07-16,90.0,Male,Israel,Israel,tel aviv,Manufacturing,['Manufacturing'],,,True,Remained Even
